Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
38,1,1,7,2,1,3,4,0,3,2,3,0,1,1,1,1,20793
27,1,1,13,2,1,3,5,0,4,0,3,0,3,1,1,1,21046
56,1,1,13,2,2,2,5,3,3,3,5,0,1,0,0,3,22260
40,1,1,6,2,2,3,3,4,5,1,3,0,3,1,2,0,31823
41,1,3,32,3,2,3,5,3,4,3,4,1,5,0,2,3,27772
27,1,1,30,2,1,3,4,0,3,1,3,0,3,0,1,1,21564
55,1,1,9,1,1,3,4,3,3,1,2,0,4,0,1,3,32227
28,0,1,30,1,2,3,4,3,5,3,2,0,2,0,0,3,23722
34,1,3,23,3,0,4,4,1,5,3,7,0,3,1,1,2,24002
20,0,1,12,2,1,3,4,0,3,2,2,1,2,1,1,1,17926
34,1,1,21,3,1,4,4,0,4,0,3,0,5,0,1,1,21434
22,1,3,14,3,2,3,4,0,4,3,3,0,5,1,2,1,21357
34,1,3,9,3,2,4,4,1,3,1,3,0,3,1,2,2,24183
23,1,1,32,2,2,2,3,0,3,1,2,0,1,0,1,1,17904
49,0,1,7,3,2,3,2,4,3,2,4,0,2,0,1,0,35563
37,0,2,9,2,2,4,5,1,3,3,3,0,3,1,1,2,22564
38,0,2,8,2,2,3,3,0,4,1,6,0,3,1,2,1,17592
45,1,1,14,3,1,3,5,3,3,0,5,0,4,1,1,3,28926
46,1,1,8,1,2,2,3,1,3,1,3,0,1,0,0,2,22379
47,0,3,9,3,1,2,3,4,3,1,1,1,5,1,0,0,28770
32,1,1,8,3,1,3,3,0,4,0,2,0,4,0,0,1,17370
48,0,1,23,3,2,4,2,1,3,1,3,1,1,1,1,2,23745
20,1,1,6,2,1,2,4,0,4,2,2,0,4,1,0,1,17836
36,0,1,32,2,1,4,4,0,4,1,3,1,3,1,2,1,20700
33,1,3,14,3,2,2,3,1,3,1,1,0,1,0,0,2,22104
40,1,1,8,3,1,2,1,1,3,1,6,0,3,1,0,2,21377
42,1,1,8,3,2,2,3,4,5,1,1,0,3,1,0,0,32665
33,0,3,8,3,1,3,3,1,4,2,1,0,1,0,0,2,20147
31,1,3,13,3,2,3,3,1,3,1,5,0,1,0,0,2,22547
27,0,3,26,2,0,2,3,1,3,3,2,0,2,1,1,2,24981
35,1,1,6,3,1,2,4,1,3,0,1,0,1,1,1,2,20363
41,1,1,31,1,2,4,4,1,3,1,3,0,3,1,2,2,21997
42,1,1,13,3,1,3,1,1,4,0,7,1,1,0,0,2,17372
40,1,1,16,2,1,2,2,0,3,0,4,1,3,0,1,1,17213
52,1,3,11,2,2,3,3,3,4,3,1,1,4,1,1,3,23446
47,1,3,7,3,1,4,4,3,5,1,3,0,1,1,3,3,29131
44,0,1,7,2,1,3,4,1,3,1,6,0,1,1,2,2,24240
27,1,3,30,3,1,3,5,1,3,1,2,1,1,0,1,2,22835
32,1,1,19,3,1,4,4,0,3,1,2,1,4,1,2,1,22607
39,1,3,7,2,0,3,5,1,3,3,6,0,2,1,2,2,27364
32,0,1,8,2,2,3,3,0,3,2,1,0,3,1,1,1,18068
27,1,1,20,2,2,2,3,0,5,1,2,1,4,1,0,1,17235
45,1,3,7,3,1,4,4,1,5,1,7,1,1,1,2,2,24132
31,1,3,12,2,1,3,4,3,3,0,4,0,4,1,2,3,28097
51,0,1,14,2,2,2,5,3,3,3,3,0,2,0,1,3,25650
21,1,3,18,2,1,2,2,0,4,2,2,0,5,0,1,1,17716
25,1,3,10,2,1,3,4,1,3,0,2,0,4,1,1,2,23677
34,1,3,15,3,2,3,4,1,3,1,2,0,2,1,2,2,25782
52,1,1,17,2,1,2,3,1,3,0,1,0,2,1,1,2,18149
36,1,3,7,3,2,4,4,3,4,0,3,0,4,1,3,3,25973
30,1,1,34,3,1,3,3,1,3,0,2,0,3,0,2,2,20775
50,0,3,18,3,0,3,3,3,3,3,5,0,5,1,2,3,24208
54,1,3,13,3,2,3,4,1,3,0,4,1,5,0,1,2,20984
31,0,1,16,3,2,4,4,1,5,1,3,0,2,0,2,2,21750
41,1,3,15,2,2,3,3,3,3,1,4,1,2,0,1,3,23189
34,1,1,15,2,2,3,2,0,5,1,8,0,3,1,2,1,21821
18,0,1,14,3,2,3,3,0,3,2,2,0,5,0,0,1,16904
30,0,1,7,1,2,3,4,1,3,1,3,0,3,0,1,2,22997
48,1,1,6,2,1,2,4,4,5,1,1,0,4,0,0,0,30402
52,1,1,10,2,1,1,3,4,3,1,3,0,5,1,0,0,31555
57,0,1,16,3,1,4,4,0,3,1,4,0,1,1,1,1,21620
53,1,3,12,3,2,2,3,1,3,0,3,1,5,0,0,2,17306
38,0,1,35,2,1,2,3,1,3,2,2,0,3,1,0,2,17406
46,0,1,30,2,2,3,4,1,5,1,3,1,1,1,1,2,22311
38,0,1,16,3,2,3,3,0,3,1,1,0,5,0,0,1,17684
33,0,1,7,2,1,4,5,0,4,0,8,0,3,1,1,1,21010
45,0,1,30,3,2,4,4,1,4,1,6,0,3,0,2,2,20720
44,1,1,15,2,1,4,4,1,3,1,6,1,1,1,1,2,23200
41,1,3,6,2,1,3,3,1,3,2,1,1,2,1,0,2,20993
34,0,3,15,2,1,3,5,0,3,2,2,0,1,0,2,1,21020
39,0,1,15,2,2,2,3,2,3,2,3,0,4,0,1,4,34431
60,1,3,32,2,0,5,4,3,5,3,2,0,3,1,2,3,26315
32,1,1,10,2,1,3,4,1,3,1,2,0,4,1,1,2,21162
39,0,1,31,2,2,3,3,3,3,0,4,0,1,0,0,3,25920
51,1,1,13,3,2,2,4,1,3,1,3,0,3,1,1,2,21132
30,1,3,17,2,2,4,4,0,3,3,3,0,4,1,1,1,21320
55,1,3,15,3,1,2,5,0,4,2,2,0,1,1,1,1,34187
32,0,1,19,2,1,3,4,0,4,1,2,0,5,1,0,1,17743
29,1,1,8,1,2,4,5,0,5,2,8,0,3,1,2,1,20758
34,1,3,8,2,2,2,3,1,3,2,2,0,5,0,1,2,21274
27,0,3,7,3,2,3,5,1,5,3,3,0,3,1,2,2,22972
54,1,3,8,2,1,2,4,3,3,0,7,0,5,1,0,3,25686
